course_desc,course_number,course_prefix,course_title,dept_name,inst_ipeds,metadata,num_units
Topics selected will be based on program relevancy and student interest. Course content will vary. May be repeated for credit.,98,HWST,Selected Topics in Hawaiian,Hawaiian Studies,141981,,v 1-6
Individual projects in various subjects. To be arranged with the instructor.,99,HWST,Directed Reading and Research,HWST,141981,Pre: Instructor approval.,v
"Basic principles of performance; relevant problems in literature. F: Beginning Slack Key Guitar; Z: Beginning Ukulele. Repeatable for credit up to four (4) credits per alpha. (Cross-list MUS 121F, MUS 121Z)",121,HPST,Class Instruction I,HPST,141981,,2
"This course introduced concepts and methods related to Hawaiian ways of knowing, including Hawaiian epistemology, ‘ike kupuna, cultural transmission and Hawaiian values.  This course aims to build and sustain a community of learners interested in building a foundation for teaching through a Hawaiian lens in education, both in the schools and in community education programs.",210,HPST,Hawaiian Ways of Knowing in Education,HPST,141981,Pre: ENG 100 and HWST 107; or instructor consent. (Cross-list EDUC 210),3
Performance of Hawaiian music for groups of various sizes at an introductory level.  Exploration of basic principles of ensemble performance and relevant problems in the literature. Students learn to play while singing.  Ability to read music not required. Repeatable up to 4 credits.,211,HPST,Introduction to Hawaiian Ensemble,HPST,141981,"Pre: Able to play a guitar, ukulele or bass, and/or sing. (Cross-list MUS 211) (DA)",2
"This course introduces concepts and methods related to educational processes, pedagogies, and systems in the Pacific Islands, including indigenous epistemologies, cultural transmission, and their interactions with western schooling. This course emphasizes the development of oral communication skills through focused discussions and evaluations of readings on education in the Pacific Islands.",281,HPST,Education in the Pacific Islands,HPST,141981,Pre: ENG 100 or instructor approval. Recommended: HWST 107 and/or PACS 108. (Cross-list EDEF 281),3
A survey of Hawai’i’s history from Polynesian chiefdoms to Hawaiian Kingdom to American territory and state.,284,HPST,History of the Hawaiian Islands,HPST,141981,(Cross-listed HIST 284) (DH),3
"Survey of Pacific Islands history including early settlement, cultural contact, colonization, decolonization, and contemporary issues---with a focus on indigenous Pacific Islander and Native Hawaiian interpretations and experiences.",288,HPST,Survey of Pacific Islands History,HPST,141981,(Cross-listed HIST 288) (DH),3
"This class provides an introductory, multi-disciplinary overview of the cultural traditions of the native peoples of the Pacific Islands and Hawai’i. The student will learn the location and physical nature of the major island groups. History and general cultural patterns from settlement to the present are reviewed - looking at various themes, issues, and case studies. The student will also receive introductory exposure to traditional and contemporary art, music, dance and literature.",304,HPST,Hawaiian-Pacific Traditions,HPST,141981,(DH),3
"Performance of Hawaiian music for groups of various sizes. Exploration of principles of ensemble performance, relevant problems in the literature, and analysis of mele composition. Ability to read music is not required. Repeatable up to 4 credits.",311,HPST,Hawaiian Ensemble,HPST,141981,Pre: Must be able to sing or play an instrument; instructor approval required. (Cross-list MUS 311) (DA),2
"Study of traditional Hawaiian cultural practices through active engagement at various work sites, such as loʻi (wetland garden), loko iʻa (fishponds), and in other ‘āina (land) and kai (ocean) practices. These site visits will be supplemented with lectures and/or readings.",327,HPST,Mālama ‘Āina: Land-Based Literacies,HPST,141981,"Pre: HWST 107, HAW 102 or consent of instructor.",var 1-3
"The course provides an introduction to cultural geography, the cultural landscape, and built environment. It focuses on the relationship between culture and the environment as reflected in the cultural landscape. Through this course students learn to “read” landscapes as text that represent and reproduce culture. This practical component will help students understand how our environment works to express collective values and meanings, and also to reproduce social relations.",328,HPST,Culture and Environment,HPST,141981,Pre: GEOG 102 or HWST 107  or PACS 108 or HPST 304. (Cross-list GEOG 328) (DS),3
"This course will focus on Samoa’s Oral traditions of which storytelling plays an important part as in tala le vavau (stories of old, ancient stories aka myths and legends), fagogo (fables and tales), faleaitu (comedies), pese (songs), solo (chants) and tauloto (poetry) are part. In this course, we will study and read the lessons, especially for the ways in which indigenous",330,HPST,Samoan Oral Traditions,HPST,141981,Pre: Completion of or concurrent enrollment in any level of Pacific language or Hawaiian language.,3
"This course offers a comparative understanding of the growing importance of nations not represented by states - the indigenous peoples of the fourth world. Case studies will draw from the experience of Native Hawaiians, Native Americans, Australian Aborigines, and South African San (among others) to clarify struggles for cultural and political sovereignty, and the growing contribution of such earth-based societies to politics and cosmology beyond modernity. The goal will be to facilitate constructive discourse between indigenous peoples and the citizens of industrial nations.",342,HPST,Indigenous Peoples and Modernity,HPST,141981,(Cross-list POLS 342),3
"This course involves textual analysis of film, TV and multimedia content that explore the cultural and political aspects of the current Hawaiian movement.",343,HPST,Contemporary Issues of Hawaiʻi Through Film,HPST,141981,Pre: HWST 107 OR PACS 108 OR HAW 100,3
"This 3-unit lecture and field course provides an analysis of pre-and post-contact traditional food and farming systems of Hawai‘i and the Pacific Islands. Drawing extensively from selected texts, peer-reviewed literature in the natural and social sciences, and the experiences of practitioners of traditional food ways in Hawai‘i today, the course seeks to develop a deep understanding of the botany, horticulture, ecology and culture of indigenous natural resources management systems of Hawai‘i and the Pacific.",345,HPST,Native Planters: Traditional Agriculture Systems of Hawai‘i and the Pacific,HPST,141981,"Pre: ENG 200, upper division standing or permission of instructor. (Cross-list SCFS 345)",3
"In this course, we will study the geography of the Pacific Islands or Oceania, a geographic realm that encompasses the regions of Melanesia, Micronesia, and Polynesia. Within this geographic realm, Hawai‘i is an integral part being strategically located at the crossroads of cultural, social, economic, and political exchanges between the East and West and its Pacific Island neighbors.",365,HPST,Geography of the Pacific,HPST,141981,(Cross-list GEOG 365) (DH),3
"Students will learn the techniques of archaeological fieldwork with a focus on the archaeology of pre-European and early post-European contact times in the Hawaiian Islands and the Pacific. Lectures cover the history and settlement patterns of the lands (ahupua‘a) within the district (moku) in which the field site is located (based on archaeology, oral history and archival information), site and artifact types, archaeological field techniques, lab analyses, historic preservation laws, and case studies. Hands-on fieldwork will occur at Native Hawaiian historic sites, primarily of pre-European age, and will include mapping and excavation.",380,HPST,Field Archaeology: Pre-European Times,HPST,141981,(Cross-list ANTH 380),3
"What are Hawai‘i’s most urgent problems? What are their roots? What are the solutions? Pre-contact Native Hawaiian “island politics” is used as a baseline for evaluating the last 200 years of Americanization. This course offers an in-depth understanding of the basic values, institutions, and practices of government in Hawai‘i, setting up a conversation between indigenous (Native) Hawaiian, European, Asian and other Polynesian voices. The course focuses on economic policy, environmental issues, and democratic participation in decision-making.",381,HPST,Hawai‘i Politics,HPST,141981,(Cross-list POLS 381),3
"This course provides a critical study of aloha ʻāina and the importance of this way of knowing in the Hawaiian culture. This course is grounded in traditional and historical context and provides class participants with a foundation for engaging in discourse, concepts and issues encompassing aloha ʻāina. The course is grounded in Hawaiian perspectives, however our understandings are further deepened by comparison with parallel issues and phenomena in the wider Oceania (Pacific Islands) region.",383,HPST,"Aloha ʻĀina: Concepts, Discourse, and Movements",HPST,141981,Pre: ENG 100; recommended: HWST 107 or PACS 108. (DH),3
"Survey of the social, economic, and political history of the Islands from European contact to the overthrow of the Kingdom of Hawai‘i. Emphasis is on the elements of change and continuity that have shaped the culture and history of the Islands. The contributions of the diverse ethnic groups will be stressed.",384,HPST,Hawai‘i from European Contact to the Overthrow,HPST,141981,Pre: ENG 100. (Cross-list HIST 384) (DH),3
"Many of the processes happening elsewhere in the world directly affect the Pacific or Oceania despite the fact that the Pacific Islands are popularly envisioned as remote and isolated from these global activities. The course analyzes some critical issues facing Pacific Island societies today, as well as their responses to these processes. Chief among these, are discussions and debates about economic and cultural transformations induced by development and globalization.",430,HPST,Contemporary Pacific: Globalization & Change,HPST,141981,"Pre: PACS 108, or HWST 107, or HPST 304 or HPST/GEOG 365.",3
"This course investigates the origins of Pacific peoples and their settlement and adaptation to the islands in Melanesia, Micronesia, and Polynesia. Evidence will be drawn from archaeological sites, artifacts, languages, and oral traditions. (Cross-list ANTH/HIST 437) (DH)",437,HPST,Pacific Archaeology,HPST,141981,,3
"Pre: HWST 107 or HPST 304.
This course will examine the ways in which Native Hawaiians have engaged with, and been engaged by, this thing known as “kānawai” in Hawaiian and “law” in English. We will study traditional Hawaiian forms of law and also trace the evolution of law in Hawaiʻi following American and European contact. The course will include an examination of the ways that international law, as well as US federal and state legislation and judicial decisions have affected and continue to affect Native Hawaiian identity, rights, and entitlements in the modern era. (Cross-list POLS 440)",440,HPST,Kānawai Hawaiʻi: Native Hawaiian Law,HPST,141981,Pre: HWST 107 or HPST 304,3
"Pre: HWST 107 or PACS 108 or HAW 100.
This series of courses looks at the subject of domestic law, governance, and politics of the Hawaiian Kingdom Era through the life of the reigning aliʻi. Each course will take an in depth look at the aliʻi from Kamehameha I who united the pae ʻāina to Liliʻuokalani who fiercely defended the aupuni and lāhui against imperialism.  B: Legacy of Kamehameha I; C: Legacy of Kamehameha II; D: Legacy of Kamehameha III; E: Legacy of Kamehameha IV; F: Legacy of Kamehameha V; G: Legacy of Kalākaua; H: Legacy of Liliʻuokalani.",441,HPST,Ke Alo O Nā Aliʻi,HPST,141981,Pre: HWST 107 or PACS 108 or HAW 100,3
"Pre: HWST 107 or PACS 108 or HAW 100.
Study of the healing profession and practices in Hawaiʻi including the basic philosophy and utilization of these practices.",445,HPST,ʻOihana Lapaʻau: History of the Hawaiian Healing Profession,HPST,141981,Pre: HWST 107 or PACS 108 or HAW 100,3
"Pre: HWST 107 or PACS 108 or HPST 304.
This interdisciplinary course is an overview of today’s Pacific from the perspective of its native peoples and explores the complexities of Pacific Islander American experiences. We will examine the historical relationships between the USA and Pacific Island nations, Pacific Islander migrations to the Pacific Rim countries mainly the United States including Australia and New Zealand, as other important nations in the diaspora experience of Pacific Islanders. (DH)",450,HPST,Pacific Islanders Diaspora Experiences,HPST,141981,Pre: HWST 107 or PACS 108 or HPST 304,3
"An interdisciplinary course utilizing a variety of theoretical perspectives for examining the creation of Hawaiʻi’s multi-ethnic culture and society. Topics include the foundation provided by the indigenous culture, changes wrought by cultural contacts, demographic changes, and social movements. (Cross-list SOC 456)",456,HPST,Peoples of Hawaiʻi,HPST,141981,,3
"This class introduces students to different kinds of traditional arts in Hawaiʻi - kapa (bark cloth), mats, feather work, three-dimensional images, neck pendants, etc. For each type of art, lectures will review traditional examples with pictures and a discussion of manufacturing and styles. Current artists will visit the class and present basic information on art form manufacture and styles. Museum collections will also be visited. The goals of this class are: 1) to introduce students to different types of traditional arts in Hawaiʻi; 2) to introduce students to some of the current artists still practicing these arts; 3) to introduce students to some of the more public collections of traditional arts; and 4) to enable the student to research and learn more details about one type of art through a class research paper. (DH)",461,HPST,Traditional Art of Hawaiʻi,HPST,141981,,3
"This class looks at different kinds of arts in the regions of Polynesia and Micronesia within the Pacific. The focus is on traditional times - just prior to European contact into early post-contact times, roughly the 1700’s to mid-1800’s. Arts reviewed will include clothing (tapa bark-cloth, woven banana-fiber cloth, flax cloth); headdresses and ornaments of higher ranking people; house architecture, mats and containers (carved wooden boxes, plaited baskets) found within houses; three-dimensional carved religious and ancestral images; and weapons (carved spears, long clubs, hand clubs). For each type of art, lectures will discuss how they were used and made, and describe different styles of art form. Current artists may visit the class and present basic information on art form manufacture and styles. Museum collections will also be visited. The goals of this class are: 1) to introduce students to different types of traditional art forms in Polynesia and Micronesia; 2) to introduce public collections of traditional arts; and 3) to enable the student to research and learn more details about one type of art through a class research paper. (DH)",462,HPST,Traditional Art of the Pacific,HPST,141981,,3
"This class is a hands-on kapa-making class taught by a master kapa-maker. This class will not make you a kapa-maker, but will set you on a path to become one if you choose to. Students will learn about the plants involved, make the tools, make dyes, will learn about designs, and will make several pieces of their own kapa. This course may be taken for CR/NC.",463,HPST,The Arts of Hawaiian Kapa,HPST,141981,,3
"This course is a detailed overview of Polynesian history from initial settlement to European contact, covering the spread of settlement through Polynesia and the histories of selected island groups. A multi-disciplinary approach to history is used, looking at oral historic, early historic, historical linguistic, and archaeological information. Among the islands usually studied are Tonga, Samoa, the Marquesas, the Tuamotus, Mangareva, Easter Island, the Society Islands (Tahiti), the Southern s, Aotearoa (New Zealand), and the little known Chatham Islands. Among the subjects covered are the rise of the Tongan kingdom, the initial settlement of Eastern Polynesia from Samoa, the formation of stratified countries in Tahiti, Aotearoa’s smaller societies with raiding and fortifications, and Easter Island’s history with its large statues. The student will also get a more detailed knowledge of one island group through a research paper, learning basic research and writing methods. (Cross-list HIST 471) (DH)",471,HPST,Polynesia Before European Contact,HPST,141981,,3
"A study of writers who either came from, or have written about Hawai‘i. This course may begin with 19th century “sojourner literature” and will emphasize the modern writers. (Cross-list ENG 476) (DL)",476,HPST,Contemporary Literature of Hawai‘i,HPST,141981,Pre: ENG 100,3
"This class introduces students to a wide range of traditional oral literature from islands within Polynesia and Micronesia, the parts of the Pacific nearest to Hawai‘i. The literature covers traditional time periods - stories common just before European Contact, from the late 1700’s to the early 1800’s. Literature includes tales of the different gods of these islands and the creation of the universe, the islands, and man; myths of the afterlife; stories of cultural heroes like Maui and Tahaki in Polynesia; stories of the arrival of settling groups headed by certain chiefs; and more factual oral historical accounts of pre-European rulers and chiefs and battles for political control. (Cross-list ENG 477) (DH)",477,HPST,Polynesian and Micronesian Mythology,HPST,141981,,3
"This class is taught as a companion class to Hawaiian Mythology I (HPST 479). The class further introduces students to the range of traditional Hawaiian oral literature. These include stories and prayers involving major and local gods, family ‘aumakua (focusing on sharks), the Pele and Hi‘iaka story, Kamapua‘a (the 1860s Fornander Collection version), the Maui stories, accounts of voyaging to Kahiki, and the late period dynastic accounts of the rulers of the Kingdom of O‘ahu. The cultural setting of these stories is discussed in the context of where they took place, and of Hawaiian culture and its changes.  How these stories were recorded in the 1800s and changes in them, since then, are analyzed. The background of key collectors of oral stories is also reviewed. (Cross-list ENG 478) (DH)",478,HPST,Hawaiian Mythology II,HPST,141981,,3
"This class is taught as a companion class to Hawaiian Mythology II (HPST 478). The class introduces students to the range of traditional Hawaiian oral literature. These include tales and prayers involving the gods, the creation of the islands and man, stories of menehune, Pele (her arrival, and the local stories of Hawai‘i Island), Kamapua‘a (the 1891 version), Ku‘ula and ‘Ai‘ai, and the late period dynastic oral accounts of rulers of the Kingdom of Hawai‘i. The cultural setting of these stories is discussed in the context of where they took place, and of Hawaiian culture and its changes. How these stories were recorded in the 1800s and changes in them, since then, are analyzed. The background of key collectors of oral stories is also reviewed. (Cross-list ENG 479) (DH)",479,HPST,Hawaiian Mythology I,HPST,141981,,3
"This course surveys the new emerging English literature by writers from Oceania from the 20th century to present. Emphasis on contemporary themes and issues in the novels, poetry, short stories, essays and/or drama, especially by indigenous writers from, for example, Hawai‘i, Aotearoa/New Zealand, Fiji, Samoa, Australia and other cultural groups. (Cross-list ENG 480) (DL)",480,HPST,Contemporary Literature of the Pacific,HPST,141981,"Pre: ENG 100, or ENG 100T, or completion of or concurrent enrollment in ENG 200",3
"European impact and native response on major island groups from exploration to annexation, independence, and trusteeship. (Cross-list HIST 482) (DH)",482,HPST,Pacific Islands,HPST,141981,,3
"This course will explore Hawaiian prehistory from the time of original settlement of the Islands until the arrival of Captain James . Evidence will be gained from the investigation of archaeological sites, settlements, artifacts and other physical remains, and from recorded Hawaiian oral traditions. These data will be used to reconstruct ancient Hawaiian life, and ways to trace the development of Hawaiian society. (Cross-list ANTH/HIST 483) (DH)",483,HPST,Archaeology of Hawai‘i,HPST,141981,,3
"An examination of 20th century Hawai‘i emphasizing social and political developments. The formation of labor, the impact of World War II and the growth of the Democratic Party will be studied to understand the dynamics of contemporary Island life. (Cross-list HIST 488) (DH)",488,HPST,Twentieth Century Hawai‘i,HPST,141981,Pre: ENG 100,3
"This course examines historical, social, cultural, economic and political factors producing tension and conflict in Oceania, as well as ongoing attempts at conflict resolution. Topics covered may include colonial and political developments and post-colonial arrangements, socioeconomic issues, governance, indigenous and western legal forms.  The course analyzes these issues from a multidisciplinary lens. Case studies will be used to examine the themes and will integrate indigenous perspectives from the region to give a holistic analysis of these issues. (Cross-list POLS 489)",489,HPST,Political Conflict in the Pacific,HPST,141981,Pre: GEOG 102 or HPST/GEOG 365.,3
"Students are provided an internship with an appropriate community agency. As an intern, the student is delegated the responsibility of developing a solution to a well-defined problem or is asked to complete a relevant task. Students report on the experience using their understanding of the field in which they are working and its relationship to the field of Hawaiian-Pacific Studies. Note: Students participating in practicum must sign UH West O‘ahu’s Assumption of Risk and Release form. This form must be completed prior to beginning this off-campus activity.",490,HPST,Senior Practicum,HPST,141981,Pre: Consent of instructor; and one class of upper division writing-intensive (WI) course work.,3
"With assistance from an advisor, students will complete a project based on original or library research related to a particular problem or issue in the field of Hawaiian-Pacific Studies. Students will share the results of this learning process with peers and will assist each other in refining communication skills, developing research and information retrieval techniques, and other research-related competencies.",491,HPST,Senior Project,HPST,141981,Pre: Consent of instructor; and one class of upper division writing-intensive (WI) course work.,3
"This class teaches students how to do research on Hawaiian-Pacific Studies topics (using primary sources and data) and how to present findings. Each course will focus on a specific research topic. Relevant basic sources and data and their location will be discussed, and the student will learn how to obtain information from these sources (e.g., notes, interviews, etc.). Students will conduct research on the class topic. Findings will be presented in oral and/or written formats. The course is taught primarily in a seminar format, promoting student participation. Course content will vary with the research topic, discipline of focus, and instructor. A: Hawaiian & Polynesian Warfare. May be repeated for credit towards graduation with different focus/topics. (DH)",495,HPST,Research Methods,HPST,141981,Pre: Permission of Instructor,3
Topics selected will vary with program relevancy and student interests. May be repeated for credit.,98,HPST,Selected Topics in Hawaiian-Pacific Studies,HPST,141981,v 1-6,3
To be arranged with the instructor.,99,HPST,Directed Reading and Research,HPST,141981,"Pre: Instructor approval.
v",3
"This course will explore the health profession from many different perspectives, including health professionals, health science, behavioral health, health organizations, certification and licensure, community and patient experience.  The concept of professionalism and transdisciplinary teamwork will be introduced from the beginning of the course. Starting with the history and organization of the various entities that provide healthcare, the health policy concept of the ""Iron Triangle"" (Access, Cost and Quality) will be utilized as a framework for analysis throughout.  Past, present and future demographic trends will be discussed to explain the shortage of healthcare workers and the proposed solutions. There will be site visits to various organizations that provide healthcare. Finally, current healthcare professionals, nurses and health science staff from different disciplines will provide guest presentations about the responsibilities, training requirements and share a typical day related to their specific job positions and will ""talk story"" about their journey of how they got to where they are today.",117,HLTH,Survey of Health Professions,HLTH,141981,,3
"This course introduces students to concepts of health and disease, health care systems, organizational structure and function of primary, tertiary, and community-based health facilities, health care ethics, and the health care team in individualized patient care.",120,HLTH,Introduction to the Health Professions,HLTH,141981,,1
"This course examines the healthcare system from a historical, community and workforce perspective.  OSHA and HIPPA training will be offered.  Basic skills in first aid, CPR and patient care will be covered and practiced.",123,HLTH,Introduction to Clinical Skills & Patient Care,HLTH,141981,,3
"This course is an exploration of healing practices in Hawaiʻi and the world. Students will understand the purpose, function, and meaning of various health practices across cultures.",202,HLTH,Healing Practices Across Cultures,HLTH,141981,,1
"This course will explore health and healing practices of indigenous island people from a historical, economic, community, clinical and policy perspective.  Through a combination of foundation lectures, guest speakers and site visits, students will address the concept that health and healing is not just taking medicine, but is also determined by the interplay of health, food, community, and culture.",204,HLTH,Introduction to Native Hawaiian and Indigenous Health and Healing,HLTH,141981,Pre: ENG 100; or instructor approval.,3
"Indigenous ways of knowing and being are vital to understand and implement for planetary healing. Here in the Islands, Hawaiian ways of knowing and being are thus vital to the health and healing of the original peoples of Hawai‘i-nui-ākea. This course aims to expose students to three Hawaiian healing practices: hoʻoponopono (healing through ritualized communication through self and ʻohana), lāʻau lapaʻau (healing through ritualized use of native plants and intention), and lomilomi (healing through ritualized touch and intention) . In this way new understandings can help families practice ancient ways connected to place, people, story and ancestral values hidden and unused in modern Hawaiʻi. The trilogy of Hawaiian healing practices will be contextualized within kaulana mahina, moon understanding, found within context.",205,HLTH,Hawaiian Ways of Healing,HLTH,141981,This course may be taken for CR/NC.,3
This course introduces pre-nursing students to health care history and theoretical framework. Emphasis is placed on exploring the nurse’s role as an integral member of the health-care team across multiple contexts and settings and developing a professional identity. Course content will reinforce medical terminology and clinical application of foundational science knowledge.,220,HLTH,Pre-Nursing Seminar,HLTH,141981,Recommended: HLTH 120,1
"This course develops students’ understanding of the language of medicine from a body systems approach. Topics include word roots, prefixes, suffixes, and combing forms. Students also gain basic knowledge of diagnostic, laboratory, and surgical procedures.",242,HLTH,Medical Terminology,HLTH,141981,Pre: ENG 100.,3
"This course provides an overview of common disease states and conditions that impact each of the major body systems and the reproductive process. Topics include etiology, signs and symptoms, and prognoses of diseases and conditions. Pharmacological concepts including drug nomenclatures, sources of drugs, drug actions and dosage, and routes of administration are also explored.",243,HLTH,Human Pathophysiology & Pharmacology,HLTH,141981,Pre: HLTH 242.,3
"This course examines a Hawaiian practice for restoring harmony and balance among family members, in self, and in community from pre-historic times to its current use with families. Attention is on integrating the function and essence of ho‘oponopono and social work with 21st century families at a ho‘oponopono introductory level.",300,HLTH,Ho‘oponopono: Novice Level A,HLTH,141981,This course may be taken for CR/NC.,3
"Students will be exposed to foundational vocabulary, ideas and values found within la‘au lapa‘au. This Hawaiian healing modality will be contextualized with mo’olelo, kaulana mahina, inward awareness, ‘ōlelo noʻeau, and ‘ike kupuna to bring forward deeper understanding of text, readings and website videos. This lecture/lab course will include demonstrations and hands on practice in preparation of herbs.",305,HLTH,Lāʻau Lapaʻau: Novice Level A,HLTH,141981,May be taken for CR/NC.,4
"This course is a hands-on approach to a Hawaiian healing method, lomilomi. Through lecture, hands-on practice and practical application, the student will gain an awareness of the theory and intention of lomilomi, acquiring a basic application of lomilomi and understanding the kuleana responsibility of a practitioner. This course is aligned with the principles and values of Hawaiian Ways of Knowing.",310,HLTH,Lomilomi: Novice Level A,HLTH,141981,This course may be taken for CR/NC.,3
"This course provides an opportunity for the study and application of the components of sports medicine including but not limited to sports medicine related careers, basic medical terminology, risk management/prevention and pathology of athletic injuries, musculoskeletal anatomy, and principles of evaluation, treatment, and rehabilitation techniques for common injuries.",315,HLTH,Introduction to Sports Medicine,HLTH,141981,"Pre: PHYL 141, BIOL 100, or BIOL 172 with a grade of C or better.",3
Focus on anatomical structures with an emphasis on identification and description of parts of the musculoskeletal system. The course will provide a foundational study of anatomical aspects and biomechanical concepts applied human movement.,353,HLTH,Structural Kinesiology,HLTH,141981,Pre: PHYL 142 and PHYL 142L with a grade of  C- or better; and PHYS 151 and 151L with a grade of C- or better (or concurrent enrollment). (DB),3
"This course will define and explore health disparities that affect Pacific Peoples, focusing on the unique challenges faced by these communities and potential solutions to address these inequities.",360,HLTH,Health Disparities and Pacific Peoples,HLTH,141981,"Pre: ENG 100, and HLTH 204; or instructor approval. Recommended: MATH 103 or MATH 103M or MATH 115 or MATH 115M or higher MATH.",3
"Through independent and collaborative work, students will explore Health Science topics in greater depth through supplemental readings, papers, application of clinical and translational research in healthcare, or other activities led by course instructor and guest speakers.",370,HLTH,Seminar in Health Sciences,HLTH,141981,"Pre: BIOL 172/172L, CHEM 162/162L, or PHYL 142/142L with a C or higher or instructor approval.  Restricted to students in the BS-NSCI or BAS-APSC-HP programs.",3
"This course is an introduction to topics pertaining to personal health and wellness.  It is designed to provide the student with knowledge of current health problems.  Emphasis will be placed on adaption of attitudes and practices to encourage healthful behavior, prevention of illness and disease, and promotion of wellness throughout the lifespan.",395,HLTH,Health and Wellness for Life,HLTH,141981,Pre: ENG 100; and sophomore standing.,3
"This course explores Hawaiian practices that help to deal with the loss of a beloved one, and for restoring harmony and balance with self and with others. Based on previous learnings about the process of restoring pono in self, attention is given to those practices that are socially acceptable of the many different moods and expressions of grief.",400,HLTH,Ho'oponopono Novice Level B,HLTH,141981,Pre: HLTH 300 or instructor permission.,3
"Students will be exposed to foundational vocabulary, ideas and values found within laʻau lapaʻau. This Hawaiian healing modality will be contextualized with moʻolelo, kaulana mahina, inward awareness, ʻōlelo noʻeau, and ʻike kupuna to bring forward deeper understanding of text, readings and website videos. This lecture/lab course will include demonstrations and hands on practice in preparation of herbs. May be taken for CR/NC.",405,HLTH,Lāʻau Lapaʻau: Novice Level B,HLTH,141981,Pre: HLTH 305 or instructor permission.,4
"This course is a hands-on approach to a Hawaiian healing method, lomilomi. Through lecture, hands-on practice and practical application, the student will gain an awareness of the theory and intention of lomilomi, acquiring a basic application of lomilomi and understanding the kuleana responsibility of a practitioner. This course is aligned with the principles and values of Hawaiian Ways of Knowing.",410,HLTH,Lomilomi: Novice Level B,HLTH,141981,Pre: HLTH 310 or instructor permission.,3
"Students will explore and learn about Native Hawaiian health, healing, and cultural practices and the impact of these aspects, and discuss how selected topics relate to Nursing. B: Fundamentals, C: Medical Surgical I; D: OB/Peds; E: Medical Surgical II; F: Population Health; G: Leadership in Nursing May be repeated with a different topic up to 6 credits.",440α,HLTH,Topics in Nursing,HLTH,141981,May be repeated for credit up to 6 credits.,1
Theories for both why people are well and why they get sick have existed since time immemorial. This course will explore epidemiological theories of disease distribution throughout history and across cultures: beginning with understanding “how we know what we know” and ending with answering the question of what a spider in a tangled web has to do with disease causality.,450,HLTH,Theories of Wellness and Disease Across Cultures: Hawaiʻi and Beyond,HLTH,141981,Pre: MATH 103 or higher; and ENG 100; and junior or senior standing.,3
"This course traces the history and politics of colonial health programs and policies across the Pacific Islands, Africa, and Southeast Asia. Colonial Medicine sits at the intersection of empire-building, colonialism, urbanization, sanitation movements, the rise of global commerce and travel, industrial capitalism, and the science of acclimatization. The course explores the ideologies, institutions, ethics, and practices of colonial health officials and institutions through careful consideration of mosquito-borne illnesses, Hansen’s Disease, Bubonic Plague, and the Spanish Influenza, among others. (Cross-list HIST 453) (DH)",453,HLTH,Colonial Medicine,HLTH,141981,Pre: ENG 100.,3
"An introduction to the fundamental concepts in biostatistics and how to apply these concepts for epidemiologic studies related to health science using statistical programming language. Topics covered include data collection; data analyses using descriptive statistics, probability distributions, hypothesis testing, t-tests, linear regression, and logistic regression; and interpretation of results. (Previously HLTH 350)",460,HLTH,Biostatistics,HLTH,141981,Pre: MATH 135 or higher math; or instructor consent.,3
"Research is a systematic way to categorize observations in order to explain observable phenomenon. Dominant Western research paradigms do not account for an Indigenous world view and, thus, important information is not incorporated into the research process. This course will explore alternative research methodologies that are appropriate for conducting research within Indigenous communities, focusing on ethical considerations and culturally sensitive approaches.",470,HLTH,Research Methods for Indigenous Well-Being,HLTH,141981,Pre: MATH 103 or higher; and ENG 100; and junior or senior standing. Recommended: HLTH 360 and HLTH 450,3
"Builds on a foundation of nutrition and introduces nutrients and their physiological and biochemical impacts, including the nutritional guidelines for good health, disease prevention, and exercise/sport optimization. Use of case studies to interpret nutrition in the prevention and treatment of diet-related health problems, such as obesity, diabetes, and cardiovascular disease, as well as performance enhancement.",480,HLTH,Advanced Human Nutrition,HLTH,141981,Pre: Completion of PHYL 142/142L or BIOL 172/172L with a C or better. Recommended: FSHN 185.,3
This course is a supervised practicum experience for (pre-) health profession and health sciences. Students will obtain experience to further develop the necessary skills for career options within the health profession and health sciences fields,488,HLTH,Practicum in the Health Professions,HLTH,141981,Pre: Instructor approval; senior status and current CPR certification.,3
"This course introduces students to the organization and structure of federal, state, and local healthcare delivery systems with international comparisons. Topics include healthcare regulation, content and structure of health records, records management, data governance, sources of data, data storage and retrieval, and legal and ethical principles in healthcare.",201,HIM,Health Information Management Theory and Practice,HIM,141981,Pre: ENG 100 or equivalent.,3
"This course introduces students to common healthcare information systems and technologies. Topics including information exchange, information standards, data security and integrity, strategic and contingency planning, and current and future trends in health information governance are explored in this course.",203,HIM,Health Informatics & Information Systems,HIM,141981,Pre: ENG 200 or equivalent.,3
"This course introduces students to the International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM) manual. Topics include ICD-10-CM guidelines and conventions for symptoms, signs, and abnormal clinical and laboratory findings, diseases, conditions, and external causes of morbidity.",304,HIM,Clinical Classification I: Basic Diagnosis Coding,HIM,141981,Pre: HIM 201 and HLTH 243.,3
"This course introduces students to the International Classification of Diseases, 10th Revision, Procedure Coding System (ICD-10-PCS) manual. Topics include ICD-10-CM/PCS guidelines and conventions for symptoms, signs, and abnormal clinical and laboratory findings, diseases, conditions, and external causes of morbidity.",305,HIM,Clinical Classification II: Basic Procedure Coding,HIM,141981,Pre: HIM 304.,3
